Date,Location,Designation,Filename,Frame,Time (mins),Period time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Family,Genus,Species,Common_name,Code,Number,Stage,Activity,Comment,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_1.MP4,8557,4.7586,1.8719,219.305,4.534,1.899,1883.69,3.932,29.039,6.721,-111.496,-65.25,-1879.255,11.05,AW,20.9,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,45,AD,Passing,,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_1.MP4,8557,4.7586,1.8719,243.256,5.606,4.85,3230.244,9.902,7.928,1.112,-486.034,-268.957,-3182.123,11.05,AW,20.9,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,48,AD,Passing,,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_1.MP4,8557,4.7586,1.8719,284.436,5.875,10.153,3829.542,8.086,1.666,3.91,-538.206,-22.011,-3791.47,11.05,AW,20.9,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,50,AD,Passing,,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_1.MP4,9687,5.387,2.5003,373.205,4.524,5.451,2010.441,25.557,40.168,27.974,-675.093,544.531,-1813.728,11.05,AW,20.9,na,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_1.MP4,9687,5.387,2.5003,257.271,4.832,3.212,2378.426,10.283,19.919,27.736,-424.573,-2.732,-2340.222,11.05,AW,20.9,na,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,2,AD,Passing,,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_1.MP4,9687,5.387,2.5003,202.701,17.193,4.905,2800.606,0.818,62.178,10.862,-27.176,29.32,-2800.32,11.05,AW,20.9,na,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,3,AD,Passing,,
20230615,Point_Lobos,REF,20230615_D11.05_PointLobosREF_9L_3.MP4,5580,26.71,23.8232,283.52,2.652,4.447,1782.193,31.205,22.67,0.379,-785.059,486.057,-1524.35,11.05,AW,20.9,na,Scorpaenidae,Sebastes,atrovirens,Kelp_Rockfish,166,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,4998,2.7794,0.872,55.219,4.323,78.314,1842.867,34.245,52.754,6.349,-1036.574,-30.89,-1523.39,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,constellatus,Starry_Rockfish,192,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,9126,5.0751,3.1676,69.701,1.218,44.645,1291.747,19.164,6.34,21.558,385.23,-177.255,-1220.16,12.01,MK,47.2,n/a,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,9126,5.0751,3.1676,42.052,1.803,41.195,1704.296,23.904,7.815,10.624,690.171,-23.992,-1558.112,12.01,MK,47.2,n/a,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,9332,5.1896,3.2822,61.213,1.744,29.5,1608.06,24.804,14.066,6.781,673.816,-32.405,-1459.719,12.01,MK,47.2,n/a,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,3,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,9689,5.3882,3.4807,37.892,3.294,56.435,1774.419,26.268,54.306,9.599,784.48,36.063,-1591.18,12.01,MK,47.2,n/a,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,4,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,12752,7.0915,5.1841,118.323,1.989,48.499,1787.143,24.005,11.637,5.796,628.7,365.142,-1632.571,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,12902,7.1749,5.2675,119.803,3.584,40.92,1732.596,24.308,53.971,2.734,661.329,267.053,-1578.992,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,14968,8.3239,6.4164,296.757,3.492,42.096,1754.71,23.14,23.158,6.112,-666.635,176.338,-1613.54,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_1.MP4,14968,8.3239,6.4164,280.571,3.651,39.024,1819.968,9.4,25.293,10.347,-27.072,296.017,-1795.529,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_2.MP4,8500,16.5554,14.648,161.104,5.013,30.223,2286.636,28.434,24.294,30.231,-1088.099,-38.594,-2010.784,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,sp,Unid_Rockfish,,1,AD,Passing,Seb species,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_2.MP4,14778,20.0467,18.1392,309.134,2.844,141.813,2423.65,22.592,3.689,23.826,700.521,613.315,-2237.676,12.01,MK,47.2,n/a,Malacanthidae,Caulolatilus,princeps,Ocean_Whitefish,96,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_2.MP4,18715,22.2361,20.3286,220.626,2.228,90.675,2103.442,23.404,7.037,21.709,-28.689,835.035,-1930.378,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,3,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_2.MP4,18796,22.2811,20.3737,220.465,2.696,115.493,2310.534,24.213,5.365,30.534,323.998,890.513,-2107.268,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_2.MP4,18861,22.3173,20.4098,238.701,3.322,65.981,1956.711,17.276,22.091,32.248,-39.076,579.774,-1868.435,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_3.MP4,5966,26.9414,25.0339,37.685,1.617,44.192,1499.313,5.854,10.958,10.089,-0.956,-152.91,-1491.495,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_3.MP4,5966,26.9414,25.0339,35.51,1.596,20.859,1507.332,9.916,9.798,10.577,247.719,-77.501,-1484.816,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_3.MP4,5966,26.9414,25.0339,34.018,2.179,38.338,1398.815,11.49,26.946,16.217,239.365,-142.655,-1370.78,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,3,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_3.MP4,5966,26.9414,25.0339,27.765,2.235,6.763,1497.749,24.103,38.636,5.21,611.278,-21.605,-1367.159,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,4,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.01_PointLobosMPA_1L_3.MP4,6388,27.176,25.2686,42.284,4.762,68.175,1892.029,24.53,83.946,13.473,752.222,226.222,-1721.266,12.01,MK,47.2,n/a,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,RYOY,
20230615,Point_Lobos,MPA,20230615_D12.03_PointLobosMPA_5L_1.MP4,4061,2.2584,1.2262,34.309,3.194,15.621,1526.983,17.337,40.466,9.568,51,-452.159,-1457.611,12.03,KS,41.8,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,yoy,
20230615,Point_Lobos,MPA,20230615_D12.03_PointLobosMPA_5L_1.MP4,4142,2.3034,1.2713,85.474,2.225,11.066,1719.202,16.302,17.008,5.392,98.857,-472.353,-1650.08,12.03,KS,41.8,,Hexagrammidae,Zaniolepis,latipinnis,Longspine_Combfish,82,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.03_PointLobosMPA_5L_3.MP4,11142,29.8198,28.7876,81.488,5.219,11.769,1827.67,15.657,48.261,11.035,44.487,-491.223,-1759.858,12.03,KS,41.8,,Paralichthyidae,Citharichthys,sordidus,Pacific_Sanddab,22,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,5009,2.7856,0.0606,344.65,3.082,6.191,1925.373,7.725,16.192,7.161,-151.896,-209.543,-1907.899,12.05,MK,43.6,,Scorpaenidae,Sebastes,nebulosus,China_Rockfish,150,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,7008,3.8972,1.1723,297.549,3.085,6.312,2445.283,9.986,5.954,0.836,-306.601,292.893,-2408.239,12.05,MK,43.6,,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,9342,5.1952,2.4702,430.301,6.816,3.921,2316.006,26.44,54.422,18.243,1008.648,214.666,-2073.748,12.05,MK,43.6,,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,9655,5.3693,2.6443,51.561,2.442,5.01,1829.451,22.073,4.51,31.089,-676.644,121.647,-1695.36,12.05,MK,43.6,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,YOY,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,9655,5.3693,2.6443,56.221,2.285,5.267,1746.209,15.723,9.664,26.448,-462.174,101.573,-1680.87,12.05,MK,43.6,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,YOY,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,9655,5.3693,2.6443,56.521,4.826,6.035,1808.341,14.31,41.472,19.923,-443.677,54.121,-1752.233,12.05,MK,43.6,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,3,AD,Passing,YOY,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,10886,6.0538,3.3289,360.531,1.719,3.341,2030.524,19.858,0.738,6.221,23.075,689.361,-1909.785,12.05,MK,43.6,,Scorpaenidae,Sebastes,pinniger,Canary_Rockfish,147,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,13570,7.5464,4.8215,279.379,7.495,7.917,2608.89,27.823,49.54,20.864,1181.051,296.386,-2307.289,12.05,MK,43.6,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,17920,9.9655,7.2406,134.35,2.856,5.981,2376.892,11.433,6.635,40.411,325.104,-341.008,-2329.729,12.05,MK,43.6,,Scorpaenidae,Sebastes,constellatus,Starry_Rockfish,192,1,AD,Passing,"REVIEW, SORR",
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_1.MP4,19824,11.0243,8.2994,129.675,1.433,5.511,1678.255,22.025,3.577,11.869,-139.169,-613.78,-1555.779,12.05,MK,43.6,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14515,19.9171,17.1922,171.681,7.626,7.982,3006.296,16.129,20.256,21.163,-566.251,613.882,-2887.961,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,23,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14574,19.9499,17.225,75.872,2.196,2.673,1853.474,26.1,1.37,25.575,516.656,-630.836,-1664.475,12.05,MK,43.6,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14574,19.9499,17.225,59.294,4.224,3.408,2213.661,16.387,20.228,11.357,294.019,-550.979,-2123.74,12.05,MK,43.6,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,141.336,4.219,6.548,1799.059,12.943,35.418,25.592,-381.617,-129.398,-1753.35,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,118.427,3.287,5.55,2000.153,11.365,20.756,38.561,-392.492,-36.009,-1960.935,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,2,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,192.144,3.644,4.775,1680.631,6.092,32.374,25.069,-161.333,-76.043,-1671.14,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,3,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,167.105,3.311,8.082,2538.41,13.391,8.516,20.097,-217.649,546.1,-2469.399,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,4,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,181.303,3.789,2.292,2465.352,19.07,10.168,35.223,509.556,623.804,-2330.061,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,5,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,141.581,7.479,6.92,1938.434,6.146,67.687,30.73,117.336,-171.178,-1927.292,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,6,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,170.176,2.799,5.707,2290.589,9.706,4.37,10.783,363.736,-129.669,-2257.804,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,7,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,108.666,5.885,2.432,2358.765,21.273,34.149,27.372,839.439,-166.486,-2198.044,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,8,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,106.036,6.98,2.896,2609.476,24.408,32.895,16.911,1022.758,-341.683,-2376.254,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,9,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,94.34,6.124,6.786,2593.815,16.779,23.315,26.859,746.933,52.39,-2483.39,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,12,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,80.208,6.02,4.769,2649.028,11.483,18.236,9.24,494.852,182.259,-2596.007,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,13,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,144.775,4.666,8.891,3264.397,10.746,3.987,6.851,472.122,384.123,-3207.154,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,14,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14915,20.1396,17.4146,126.726,6.841,14.198,2799.671,6.744,19.715,13.931,293.84,147.512,-2780.298,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,15,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14925,20.1451,17.4202,145.052,8.098,9.696,2767.662,18.766,30.756,24.385,794.996,400.931,-2620.532,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,10,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14925,20.1451,17.4202,132.114,5.914,3.687,1972.535,9.955,45.264,28.65,340.327,21.64,-1942.834,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,11,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,14984,20.1779,17.453,137.687,3.855,4.225,1875.513,21.075,31.931,25.565,-670.548,72.136,-1750.06,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,16,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,15001,20.1874,17.4624,116.713,3.815,6.412,2070.105,16.148,20.791,4.608,-191.916,-542.797,-1988.436,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,21,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,15015,20.1952,17.4702,107.139,4.188,4.439,1980.343,16.547,24.931,9.418,557.871,82.947,-1898.331,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,18,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,15027,20.2018,17.4769,119.538,4.058,3.548,1989.693,18.046,26.549,23.036,613.134,-63.085,-1891.815,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,19,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,15236,20.3181,17.5931,241.23,3.128,6.494,2520.934,21.483,10.318,9.326,123.869,914.881,-2345.796,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,22,AD,Passing,,
20230615,Point_Lobos,MPA,20230615_D12.05_PointLobosMPA_9L_2.MP4,15478,20.4527,17.7277,136.188,3.931,3.748,1788.964,15.551,33.807,25.943,-432.747,206.788,-1723.474,12.05,MK,43.6,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,24,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,2142,1.1912,0.0006,93.104,3.117,0.504,1536.035,25.202,56.466,21.321,630.536,-173.874,-1389.818,13.05,AW,27.2,NA,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,2423,1.3475,0.1568,78.897,1.088,5.974,951.972,21.283,31.383,23.145,102.811,-329.885,-887.049,13.05,AW,27.2,NA,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,Bent,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,2746,1.5271,0.3364,50.899,1.769,4.136,1167.069,24.32,80.966,41,466.55,115.522,-1063.502,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,RYOY,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,2746,1.5271,0.3364,43.218,0.87,4.273,900.269,16.687,26.899,58.859,-141.014,216.65,-862.359,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,RYOY,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,2914,1.6205,0.4299,40.474,0.696,4.88,652.637,12.619,60.3,41.56,-142.08,-11.958,-636.871,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,semicinctus,Halfbanded_Rockfish,163,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,3278,1.8229,0.6323,440.935,3.951,7.732,2147.038,22.623,21.374,0.242,456.991,687.92,-1981.842,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,4398,2.4458,1.2551,261.48,1.453,3.51,1278.353,23.748,21.591,39.464,419.27,-298.738,-1170.109,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,12254,6.8146,5.624,376.681,8.384,7.319,2606.265,25.491,49.809,20.505,1016.563,473.993,-2352.562,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,16830,9.3594,8.1687,140.466,2.556,4,1590.583,19.056,34.487,45.655,387.374,345.875,-1503.419,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,3,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,16830,9.3594,8.1687,114.979,1.328,2.414,968.797,18.458,59.733,42.494,304.026,-40.588,-918.96,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,4,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D13.05_PointLobosMPA_9L_1.MP4,16830,9.3594,8.1687,111.759,1.578,3.339,1250.013,23.837,38.654,44.399,466.372,-194.164,-1143.386,13.05,AW,27.2,NA,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,6,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.03_PointLobosMPA_5L_1.MP4,8833,4.9121,3.3823,67.48,8.543,1.854,2492.588,16.871,42.509,12.666,-137.127,-710.294,-2385.304,14.03,KS,44,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.03_PointLobosMPA_5L_1.MP4,18954,10.5405,9.0107,60.503,11.015,4.092,3549.067,26.557,29.619,20.845,-1445.768,-653.905,-3174.592,14.03,KS,44,,Paralichthyidae,Citharichthys,sordidus,Pacific_Sanddab,22,1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.03_PointLobosMPA_5L_2.MP4,1660,12.785,11.2551,81.818,7.447,5.237,2572.552,19.057,35.081,19.877,-402.495,-737.244,-2431.562,14.03,KS,44,,Paralichthyidae,Citharichthys,sordidus,Pacific_Sanddab,22,2,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.03_PointLobosMPA_5L_2.MP4,2001,12.9746,11.4448,101.369,6.123,5.575,1948.905,21.979,74.479,17.278,471.613,-556.419,-1807.266,14.03,KS,44,,Paralichthyidae,Citharichthys,sordidus,Pacific_Sanddab,22,3,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,3359,1.868,0.7368,344.41,13.629,2.099,5570.535,2.652,9.574,5.653,-19.34,256.991,-5564.57,14.05,KS,44,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,l1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,4455,2.4775,1.3463,44.287,2.517,2.302,1288.535,10.684,44.131,31.926,16.524,-238.322,-1266.196,14.05,KS,44,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,l1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,4742,2.6371,1.5059,347.021,21.754,5.776,5285.168,1.878,21.339,32.477,-172.45,16.321,-5282.328,14.05,KS,44,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,l2,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,5479,3.0469,1.9158,786.02,7.038,2.825,2285.207,21.409,41.196,14.438,742.651,-379.864,-2127.52,14.05,KS,44,,Hexagrammidae,Ophiodon,elongatus,Lingcod,81,l1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,5488,3.0519,1.9208,433.543,13.642,6.985,3503.308,9.605,28.312,21.293,-549.758,-198.669,-3454.196,14.05,KS,44,,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,l1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,5687,3.1626,2.0315,470.132,7.709,9.41,5013.327,1.571,7.549,41.266,-4.722,-137.375,-5011.442,14.05,KS,44,,Scorpaenidae,Sebastes,miniatus,Vermilion_Rockfish,198,l2,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_1.MP4,7615,4.2348,3.1037,58.542,3.893,8.792,1706.94,29.757,86.87,11.909,-783.354,-322.648,-1481.856,14.05,KS,44,,Gobiidae,Rhinogobiops,nicholsii,Blackeye_Goby,77,l2,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_3.MP4,1170,24.341,23.2099,402.66,21.742,6.94,4345.701,22.342,34.051,6.3,-1573.419,-503.276,-4019.475,14.05,KS,44,,Malacanthidae,Caulolatilus,princeps,Ocean_Whitefish,96,l1,AD,Passing,,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_3.MP4,9740,29.1069,27.9757,75.517,1.417,4.596,890.256,22.191,71.68,4.981,-281.893,-183.295,-824.315,14.05,KS,44,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,l1,AD,Passing,YOY,
20230616,Point_Lobos,MPA,20230616_D14.05_PointLobosMPA_9L_3.MP4,10616,29.594,28.4629,134.043,3.877,2.177,4009.877,11.19,1.907,11.76,-104.48,-771.126,-3933.644,14.05,KS,44,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,l1,AD,Passing,,
